2023-01-05 22:40:07,482 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-01-05 22:40:07,512 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-01-05 22:40:07,514 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-01-05 22:40:07,515 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-01-05 22:40:07,518 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-01-05 22:40:07,519 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-01-05 22:40:07,520 INFO  SwAddin.cs: 201 - Setting up command manager
2023-01-05 22:40:07,521 INFO  SwAddin.cs: 204 - Adding command manager
2023-01-05 22:40:07,525 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-01-05 22:40:07,526 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-01-05 22:40:07,527 INFO  SwAddin.cs: 210 - Adding event handlers
2023-01-05 22:40:07,532 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-01-05 23:11:45,282 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2023-01-05 23:11:45,285 INFO  SwAddin.cs: 299 - Save is required
2023-01-05 23:11:45,286 INFO  SwAddin.cs: 313 - Saving assembly
2023-01-05 23:11:45,288 INFO  SwAddin.cs: 316 - Opening property manager
2023-01-05 23:11:45,313 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2023-01-05 23:11:45,322 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Assem1
2023-01-05 23:11:45,323 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in Assem1
2023-01-05 23:11:45,324 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-01-05 23:11:45,326 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2023-01-05 23:11:45,328 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rubber wheel v2-1
2023-01-05 23:11:45,329 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Rubber wheel v2-1
2023-01-05 23:11:45,330 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rubber wheel v2-1
2023-01-05 23:11:45,330 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rubber wheel v2-2
2023-01-05 23:11:45,331 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Rubber wheel v2-2
2023-01-05 23:11:45,332 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rubber wheel v2-2
2023-01-05 23:11:45,332 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_link_non v4-1
2023-01-05 23:11:45,333 INFO  ExportHelperExtension.cs: 1136 - Found 100 in base_link_non v4-1
2023-01-05 23:11:45,334 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_link_non v4-1
